id,name,year,release_date,genere,actors,crew,poster,images,details_table,scrap_date
31,এবাদত,২০০৯,"৩ জুলাই, ২০০৯","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,drama,romantic","[{'p': '40', 'c': None}, {'p': '41', 'c': 'নূরজাহান'}, {'p': '334', 'c': None}, {'p': '163', 'c': None}, {'p': '310', 'c': None}]","[{'i': 'কাহিনী', 'p': '310'}, {'i': 'চিত্রনাট্য', 'p': '310'}, {'i': 'সংলাপ', 'p': '310'}, {'i': 'সঙ্গীত পরিচালক', 'p': '427'}, {'i': 'গীতিকার', 'p': '1315'}]",,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Photo_0045.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Photo_0327.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/310'}, {'t': 'প্রযোজকঃ', 'v': 'person/424'}, {'t': 'প্রযোজনাঃ', 'v': 'company/34'}, {'t': 'পরিবেশকঃ', 'v': 'company/34'}]",2021-08-10 05:38
32,মন যেখানে হৃদয় সেখানে,২০০৯,"৩ জুলাই, ২০০৯",romantic,"[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '118', 'c': None}, {'p': '22', 'c': None}, {'p': '115', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '13'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '153'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/12'}, {'t': 'প্রযোজকঃ', 'v': 'person/437'}, {'t': 'প্রযোজনাঃ', 'v': 'company/35'}]",2021-08-10 05:38
33,স্বামী স্ত্রীর ওয়াদা,২০০৯,"১৭ জুলাই, ২০০৯","drama,romantic","[{'p': '110', 'c': None}, {'p': '41', 'c': None}, {'p': '351', 'c': None}, {'p': '439', 'c': None}, {'p': '309', 'c': None}]","[{'i': 'কাহিনী', 'p': '438'}, {'i': 'চিত্রনাট্য', 'p': '438'}, {'i': 'সংলাপ', 'p': '438'}, {'i': 'সঙ্গীত পরিচালক', 'p': '126'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/438'}, {'t': 'প্রযোজনাঃ', 'v': 'company/36'}, {'t': 'পরিবেশকঃ', 'v': 'company/37'}]",2021-08-10 05:38
34,বিয়ে বাড়ী,২০০৯,"৫ জুন, ২০০৯","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,drama,romantic","[{'p': '110', 'c': None}, {'p': '351', 'c': None}, {'p': '46', 'c': None}, {'p': '75', 'c': None}, {'p': '17', 'c': None}, {'p': '22', 'c': None}, {'p': '121', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '13'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '9'}, {'i': 'গীতিকার', 'p': '450'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/12'}, {'t': 'প্রযোজকঃ', 'v': 'person/449'}, {'t': 'পরিবেশকঃ', 'v': 'company/5'}]",2021-08-10 05:38
35,বলবো কথা বাসর ঘরে,২০০৯,"৮ মে, ২০০৯","drama,romantic","[{'p': '110', 'c': None}, {'p': '41', 'c': None}, {'p': '111', 'c': None}, {'p': '309', 'c': None}, {'p': '26', 'c': None}]","[{'i': 'কাহিনী', 'p': '457'}, {'i': 'চিত্রনাট্য', 'p': '462'}, {'i': 'সংলাপ', 'p': '457'}, {'i': 'সঙ্গীত পরিচালক', 'p': '107'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/462'}, {'t': 'প্রযোজকঃ', 'v': 'person/456'}, {'t': 'পরিবেশকঃ', 'v': 'company/38'}]",2021-08-10 05:38
36,মায়ানগর,-,ডিজিটাল,"drama,romantic","[{'p': '119', 'c': None}, {'p': '459', 'c': None}, {'p': '460', 'c': None}, {'p': '464', 'c': None}, {'p': '465', 'c': None}, {'p': '466', 'c': None}]","[{'i': 'চিত্রনাট্য', 'p': '461'}, {'i': 'সংলাপ', 'p': '461'}, {'i': 'সঙ্গীত পরিচালক', 'p': '117'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/458'}, {'t': 'প্রযোজকঃ', 'v': 'person/458'}, {'t': 'পরিবেশকঃ', 'v': 'company/39'}]",2021-08-10 05:38
37,মন বসে না পড়ার টেবিলে,২০০৯,"৩ এপ্রিল, ২০০৯","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,romantic","[{'p': '40', 'c': None}, {'p': '41', 'c': 'নূপুর'}, {'p': '310', 'c': None}, {'p': '334', 'c': None}, {'p': '163', 'c': None}, {'p': '77', 'c': None}, {'p': '150', 'c': None}, {'p': '82', 'c': None}, {'p': '45', 'c': None}, {'p': '468', 'c': None}]","[{'i': 'কাহিনী', 'p': '470'}, {'i': 'চিত্রনাট্য', 'p': '467'}, {'i': 'সংলাপ', 'p': '467'}, {'i': 'সঙ্গীত পরিচালক', 'p': '305'}, {'i': 'গীতিকার', 'p': '467'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/467'}, {'t': 'প্রযোজকঃ', 'v': 'person/470'}, {'t': 'পরিবেশকঃ', 'v': 'company/41'}]",2021-08-10 05:38
38,অন্তরে অন্তরে,-,ডিজিটাল,"action,romantic","[{'p': '118', 'c': 'শান'}, {'p': '404', 'c': 'ঝিনুক'}, {'p': '115', 'c': None}]",,https://www.bmdb.com.bd/wp-content/uploads/2013/09/Antare-Antare-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Antare-Antare.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/411'}]",2021-08-10 05:38
39,গেইম,২০১৫,"২ জানুয়ারী, ২০১৫","action,drama,romantic","[{'p': '118', 'c': None}, {'p': '404', 'c': None}, {'p': '307', 'c': None}, {'p': '405', 'c': None}, {'p': '406', 'c': None}, {'p': '150', 'c': None}, {'p': '609', 'c': None}]","[{'i': 'কাহিনী', 'p': '407'}, {'i': 'চিত্রনাট্য', 'p': '407'}, {'i': 'সংলাপ', 'p': '407'}, {'i': 'সঙ্গীত পরিচালক', 'p': '123'}, {'i': 'গীতিকার', 'p': '409'}]",https://www.bmdb.com.bd/wp-content/uploads/2014/12/Game-Posters-b-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/09/16.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/09/25.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/09/34.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/09/43.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/402'}, {'t': 'প্রযোজনাঃ', 'v': 'company/31'}]",2021-08-10 05:38
40,সবাইতো ভালোবাসা চায়,২০০৯,"১৬ অক্টোবর, ২০০৯",romantic,"[{'p': '117', 'c': None}, {'p': '146', 'c': None}, {'p': '33', 'c': None}, {'p': '17', 'c': None}, {'p': '22', 'c': None}, {'p': '115', 'c': None}, {'p': '121', 'c': None}, {'p': '141', 'c': None}]","[{'i': 'কাহিনী', 'p': '161'}, {'i': 'চিত্রনাট্য', 'p': '161'}, {'i': 'সংলাপ', 'p': '161'}, {'i': 'সঙ্গীত পরিচালক', 'p': '416'}, {'i': 'গীতিকার', 'p': '161'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/161'}, {'t': 'প্রযোজনাঃ', 'v': 'company/33'}, {'t': 'পরিবেশকঃ', 'v': 'company/32'}]",2021-08-10 05:38
41,জন্ম তোমার জন্য,২০০৯,"২০ মার্চ, ২০০৯","action,romantic","[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '483', 'c': None}, {'p': '484', 'c': None}, {'p': '151', 'c': None}, {'p': '115', 'c': None}, {'p': '121', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '13'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '153'}, {'i': 'গীতিকার', 'p': '162'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/12'}, {'t': 'প্রযোজকঃ', 'v': 'person/486'}, {'t': 'পরিবেশকঃ', 'v': 'company/42'}]",2021-08-10 05:38
42,পৃথিবী টাকার গোলাম,২০০৯,"২২ মে, ২০০৯","action,drama","[{'p': '68', 'c': None}, {'p': '7', 'c': None}, {'p': '309', 'c': None}, {'p': '310', 'c': None}, {'p': '163', 'c': None}, {'p': '490', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '9'}, {'i': 'গীতিকার', 'p': '156'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/489'}, {'t': 'প্রযোজকঃ', 'v': 'person/489'}, {'t': 'পরিবেশকঃ', 'v': 'company/43'}]",2021-08-10 05:38
43,প্রেম কয়েদী,২০০৯,"১৯ জুন, ২০০৯",action,"[{'p': '110', 'c': None}, {'p': '111', 'c': None}, {'p': '283', 'c': None}, {'p': '497', 'c': None}, {'p': '163', 'c': None}, {'p': '115', 'c': None}]","[{'i': 'কাহিনী', 'p': '502'}, {'i': 'চিত্রনাট্য', 'p': '496'}, {'i': 'সংলাপ', 'p': '502'}, {'i': 'সঙ্গীত পরিচালক', 'p': '232'}, {'i': 'গীতিকার', 'p': '232'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/496'}, {'t': 'প্রযোজকঃ', 'v': 'person/501'}, {'t': 'পরিবেশকঃ', 'v': 'company/44'}]",2021-08-10 05:38
44,ভালোবাসার লাল গোলাপ,২০০৯,"২৩ অক্টোবর, ২০০৯",romantic,"[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '146', 'c': None}, {'p': '22', 'c': None}, {'p': '26', 'c': None}]","[{'i': 'কাহিনী', 'p': '507'}, {'i': 'চিত্রনাট্য', 'p': '507'}, {'i': 'সংলাপ', 'p': '507'}, {'i': 'সঙ্গীত পরিচালক', 'p': '513'}, {'i': 'গীতিকার', 'p': '507'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/507'}, {'t': 'প্রযোজকঃ', 'v': 'person/508'}]",2021-08-10 05:38
45,সবার উপরে তুমি,২০০৯,"১৩ নভেম্বর, ২০০৯","drama,romantic","[{'p': '110', 'c': None}, {'p': '383', 'c': None}, {'p': '184', 'c': None}, {'p': '384', 'c': None}, {'p': '77', 'c': None}, {'p': '115', 'c': None}, {'p': '385', 'c': None}]","[{'i': 'চিত্রনাট্য', 'p': '93'}, {'i': 'সংলাপ', 'p': '93'}, {'i': 'সঙ্গীত পরিচালক', 'p': '305'}, {'i': 'গীতিকার', 'p': '155'}]",,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/08/Photo_0001.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/08/Photo_0002.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/08/Photo_0007.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/08/Shakib-Khan-Sostika-2.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/147'}, {'t': 'প্রযোজকঃ', 'v': 'person/387'}, {'t': 'পরিবেশকঃ', 'v': 'company/30'}]",2021-08-10 05:38
46,পদ্ম পাতার জল,২০১৫,"১৮ জুলাই, ২০১৫","drama,romantic","[{'p': '117', 'c': 'রিজোয়ান'}, {'p': '525', 'c': 'ফুলেশ্বরী'}, {'p': '526', 'c': None}, {'p': '527', 'c': None}, {'p': '46', 'c': None}]","[{'i': 'কাহিনী', 'p': '521'}, {'i': 'চিত্রনাট্য', 'p': '521'}, {'i': 'সঙ্গীত পরিচালক', 'p': '523'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/09/Podmo-Patar-Jol-1-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/09/Podmo-Patar-Jol-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2015/02/Poddo-Patar-Jol-6.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2015/02/Poddo-Patar-Jol-1.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2015/02/Poddo-Patar-Jol-2.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/520'}, {'t': 'প্রযোজকঃ', 'v': 'person/519'}, {'t': 'প্রযোজনাঃ', 'v': 'company/45'}]",2021-08-10 05:38
47,ছেলেটি আবোল তাবোল মেয়েটি পাগল পাগল,২০১৫,"৯ অক্টোবর, ২০১৫","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,romantic","[{'p': '69', 'c': None}, {'p': '268', 'c': None}, {'p': '229', 'c': None}, {'p': '966', 'c': None}, {'p': '405', 'c': None}]","[{'i': 'কাহিনী', 'p': '651'}, {'i': 'চিত্রনাট্য', 'p': '651'}, {'i': 'সংলাপ', 'p': '651'}, {'i': 'গীতিকার', 'p': '%e0%a6%ae%e0%a6%bf%e0%a6%b2%e0%a6%a8-%e0%a6%ae%e0%a6%a3%e0%a7%8d%e0%a6%a1%e0%a6%b2'}]",https://www.bmdb.com.bd/wp-content/uploads/2015/07/cheleti-abol-tabol-meyeti-pagol-pagol-airin-kayes-arju-saif-chandan-misha-shawdagor.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/05/Cheleti-Abol-Tabol-Meyeti-Pagol-Pagol.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/08/13.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/08/22.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/08/32.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/651'}]",2021-08-10 05:38
48,মনপুরা,২০০৯,"১৩ ফেব্রুয়ারী, ২০০৯",romantic,"[{'p': '253', 'c': 'সোনাই'}, {'p': '535', 'c': 'পরী'}, {'p': '536', 'c': 'গাজী'}, {'p': '537', 'c': 'হাকিম মাঝি'}, {'p': '538', 'c': 'হালিম'}]","[{'i': 'কাহিনী', 'p': '534'}, {'i': 'চিত্রনাট্য', 'p': '534'}, {'i': 'সংলাপ', 'p': '534'}, {'i': 'সঙ্গীত পরিচালক', 'p': '544'}, {'i': 'সুরকার', 'p': '557'}, {'i': 'গীতিকার', 'p': '557'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/09/safe_image.php_-235x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/09/safe_image.php_.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/534'}, {'t': 'প্রযোজকঃ', 'v': 'person/542'}, {'t': 'পরিবেশকঃ', 'v': 'company/46'}]",2021-08-10 05:38
49,সাহেব নামে গোলাম,২০০৯,"২১ সেপ্টেম্বর, ২০০৯","action,drama","[{'p': '110', 'c': None}, {'p': '111', 'c': None}, {'p': '118', 'c': None}, {'p': '365', 'c': None}, {'p': '309', 'c': None}, {'p': '6', 'c': None}, {'p': '115', 'c': None}]","[{'i': 'কাহিনী', 'p': '457'}, {'i': 'চিত্রনাট্য', 'p': '106'}, {'i': 'সংলাপ', 'p': '457'}, {'i': 'সঙ্গীত পরিচালক', 'p': '9'}, {'i': 'গীতিকার', 'p': '362'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/106'}, {'t': 'প্রযোজকঃ', 'v': 'person/486'}, {'t': 'প্রযোজনাঃ', 'v': 'company/42'}, {'t': 'পরিবেশকঃ', 'v': 'company/42'}]",2021-08-10 05:38
50,বলো না কবুল,২০০৯,"২১ সেপ্টেম্বর, ২০০৯","%e0%a6%95%e0%a6%ae%e0%a7%87%e0%a6%a1%e0%a6%bf,romantic","[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '560', 'c': None}, {'p': '561', 'c': None}, {'p': '77', 'c': None}, {'p': '115', 'c': None}]","[{'i': 'কাহিনী', 'p': '44'}, {'i': 'চিত্রনাট্য', 'p': '281'}, {'i': 'সংলাপ', 'p': '281'}, {'i': 'সঙ্গীত পরিচালক', 'p': '153'}, {'i': 'গীতিকার', 'p': '162'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/06/bolona-kobul-1.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/06/bolona-kobul.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/281'}, {'t': 'প্রযোজকঃ', 'v': 'person/563'}, {'t': 'পরিবেশকঃ', 'v': 'company/47'}]",2021-08-10 05:38
51,ও সাথী রে,২০০৯,"২১ সেপ্টেম্বর, ২০০৯",romantic,"[{'p': '110', 'c': None}, {'p': '7', 'c': None}, {'p': '33', 'c': None}, {'p': '90', 'c': None}, {'p': '201', 'c': None}, {'p': '59', 'c': None}, {'p': '138', 'c': None}]","[{'i': 'কাহিনী', 'p': '93'}, {'i': 'চিত্রনাট্য', 'p': '1859'}, {'i': 'সংলাপ', 'p': '93'}, {'i': 'সঙ্গীত পরিচালক', 'p': '94'}, {'i': 'সুরকার', 'p': '94'}, {'i': 'গীতিকার', 'p': '156'}]",https://www.bmdb.com.bd/wp-content/uploads/2015/05/O_sathi_re_cover.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2015/05/O_sathi_re_cover.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2015/05/O_sathi_re.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/91'}, {'t': 'প্রযোজকঃ', 'v': 'person/417'}, {'t': 'প্রযোজনাঃ', 'v': 'company/4'}, {'t': 'পরিবেশকঃ', 'v': 'company/4'}]",2021-08-10 05:38
52,তুমি আমার স্বামী,২০০৯,"৬ ফেব্রুয়ারী, ২০০৯","drama,romantic","[{'p': '40', 'c': 'রওনক চৌধুরী'}, {'p': '41', 'c': 'তিথি'}, {'p': '17', 'c': 'শামসের চৌধুরী '}, {'p': '115', 'c': 'রাজন '}, {'p': '19', 'c': None}]","[{'i': 'কাহিনী', 'p': '613'}, {'i': 'চিত্রনাট্য', 'p': '606'}, {'i': 'সংলাপ', 'p': '613'}, {'i': 'সঙ্গীত পরিচালক', 'p': '1476'}, {'i': 'গীতিকার', 'p': '156'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/606'}, {'t': 'প্রযোজকঃ', 'v': 'person/1355'}, {'t': 'প্রযোজনাঃ', 'v': 'company/100'}]",2021-08-10 05:38
53,পিরিতির আগুন জ্ৱলে দ্বিগুন,২০০৯,"২৫ ডিসেম্বর, ২০০৯",romantic,"[{'p': '17', 'c': None}, {'p': '117', 'c': None}, {'p': '568', 'c': None}, {'p': '41', 'c': None}]","[{'i': 'কাহিনী', 'p': '457'}, {'i': 'চিত্রনাট্য', 'p': '438'}, {'i': 'সংলাপ', 'p': '457'}, {'i': 'সঙ্গীত পরিচালক', 'p': '107'}, {'i': 'গীতিকার', 'p': '156'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/438'}, {'t': 'প্রযোজকঃ', 'v': 'person/569'}, {'t': 'পরিবেশকঃ', 'v': 'company/49'}]",2021-08-10 05:38
54,আমার প্রাণের প্রিয়া,২০০৯,"২৮ নভেম্বর, ২০০৯",romantic,"[{'p': '115', 'c': None}, {'p': '110', 'c': None}, {'p': '525', 'c': None}]","[{'i': 'কাহিনী', 'p': '74'}, {'i': 'চিত্রনাট্য', 'p': '231'}, {'i': 'সংলাপ', 'p': '74'}, {'i': 'সঙ্গীত পরিচালক', 'p': '123'}, {'i': 'গীতিকার', 'p': '588'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/231'}, {'t': 'প্রযোজকঃ', 'v': 'person/581'}, {'t': 'প্রযোজনাঃ', 'v': 'company/51'}, {'t': 'পরিবেশকঃ', 'v': 'company/51'}]",2021-08-10 05:38
55,মন দিয়েছি তোমাকে,২০০৯,"২৩ অক্টোবর, ২০০৯",romantic,"[{'p': '34', 'c': None}, {'p': '111', 'c': None}, {'p': '365', 'c': None}, {'p': '118', 'c': None}, {'p': '17', 'c': None}]","[{'i': 'কাহিনী', 'p': '113'}, {'i': 'চিত্রনাট্য', 'p': '17'}, {'i': 'সংলাপ', 'p': '113'}, {'i': 'সঙ্গীত পরিচালক', 'p': '9'}, {'i': 'গীতিকার', 'p': '156'}]",,[],"[{'t': 'পরিচালকঃ', 'v': 'person/17'}, {'t': 'প্রযোজনাঃ', 'v': 'company/50'}, {'t': 'পরিবেশকঃ', 'v': 'company/50'}]",2021-08-10 05:38
56,ইভটিজিং,২০১৩,"৬ সেপ্টেম্বর, ২০১৩","action,drama","[{'p': '167', 'c': 'কাশেম আলী'}, {'p': '590', 'c': 'কুলসুম'}, {'p': '26', 'c': 'মণি ডাক্তার'}, {'p': '121', 'c': 'কানা মোল্লা'}, {'p': '722', 'c': 'কানাই ডোম'}, {'p': '702', 'c': None}, {'p': '286', 'c': None}, {'p': '366', 'c': None}, {'p': '228', 'c': None}, {'p': '1625', 'c': 'হোসনে আরা'}, {'p': '%e0%a6%b0%e0%a7%81%e0%a6%ae%e0%a6%be-%e0%a6%ae%e0%a7%81%e0%a6%a8%e0%a6%a4%e0%a6%be%e0%a6%b8%e0%a6%bf%e0%a6%b0', 'c': None}]","[{'i': 'কাহিনী', 'p': '26'}, {'i': 'চিত্রনাট্য', 'p': '26'}, {'i': 'সংলাপ', 'p': '26'}, {'i': 'সঙ্গীত পরিচালক', 'p': '1531'}]",https://www.bmdb.com.bd/wp-content/uploads/2013/07/Eve-Teasing_B-217x275.jpg,"[""https://www.bmdb.com.bd/wp-content/uploads/2013/07/Poster_Eve-Teasing.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/07/Eve-Teasing_B.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/07/110.jpg"", ""https://www.bmdb.com.bd/wp-content/uploads/2013/07/26.jpg""]","[{'t': 'পরিচালকঃ', 'v': 'person/26'}, {'t': 'প্রযোজকঃ', 'v': 'person/1664'}, {'t': 'প্রযোজনাঃ', 'v': 'company/%e0%a6%95%e0%a6%be%e0%a6%9c%e0%a7%80-%e0%a6%ae%e0%a6%be%e0%a6%b0%e0%a7%81%e0%a6%ab-%e0%a6%ab%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%ae%e0%a6%b8'}, {'t': 'পরিবেশকঃ', 'v': 'company/%e0%a6%95%e0%a6%be%e0%a6%9c%e0%a7%80-%e0%a6%b9%e0%a6%be%e0%a7%9f%e0%a6%be%e0%a7%8e-%e0%a6%ab%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%ae%e0%a6%b8'}]",2021-08-10 05:38
